parallel,(วงจรไฟฟ้า) ขนาน,ADJ
yeld,(วัว) ที่ไม่ให้นม,ADJ
olde worlde,(สถานที่หรือบรรยากาศ) แบบเก่าๆ,ADJ
balmy,(สภาพอากาศ) ปลอดโปร่ง,ADJ
high,(สระ) เสียงสูง,ADJ
warm-blooded,(สัตว์) ที่มีอุณหภูมิคงที่,ADJ
scalene,(สามเหลี่ยม) มีด้านไม่เท่ากัน,ADJ
vacant,(สิ่ง) ที่ยังว่าง,ADJ
red,(สี) แดง,ADJ
thin,(สี) ซีด,ADJ
obscure,(สี) ทึม,ADJ
sad,(สี) ทึม,ADJ
mousey,(สี) ทึมๆ,ADJ
mousy,(สี) ทึมๆ,ADJ
butch,(หญิง) ที่แต่งตัวเป็นชาย,ADJ
unbound,(หนังสือ) ยังไม่ได้เย็บเล่ม,ADJ
gilt-edged,(หนังสือหรือกระดาษ) เดินขอบทอง,ADJ
homely,(หน้าตา) เรียบๆ,ADJ
oppressive,(อากาศ) ร้อนและไม่สบาย,ADJ
hard,(อากาศ) รุนแรง,ADJ
mild,(อากาศ) อบอุ่น,ADJ
moderate,(อากาศ) อบอุ่น,ADJ
high-rise,(อาคาร) ซึ่งมีหลายชั้น (ทางสถาปัตยกรรม),ADJ
raging,(อารมณ์) รุนแรงมาก,ADJ
tasteless,(อาหาร) ไม่มีรสชาติ,ADJ
indigestible,(อาหาร) ไม่ย่อย,ADJ
beaten,(อาหาร) ที่บดแล้ว,ADJ
rich,(อาหาร) มัน,ADJ
tasty,(อาหาร) อร่อย,ADJ
mild,(อาหาร; เครื่องดื่ม) ซึ่งมีรสชาติอ่อน,ADJ
quintuple,5 เท่า,ADJ
dissolute,เกเร,ADJ
elvish,เกเร,ADJ
skellum,เกเร,ADJ
unruly,เกเร,ADJ
posh,เก๋ไก๋,ADJ
good,เก่ง,ADJ
bang-up,เก่งมาก (คำไม่เป็นทางการ),ADJ
taut,เกร็ง (เช่น กล้ามเนื้อเกร็ง),ADJ
afraid,เกรงว่า,ADJ
char,เกรียม,ADJ
ill,เกลียดชัง,ADJ
misogynous,เกลียดชังผู้หญิง,ADJ
ancient,เก่า,ADJ
onetime,เก่า,ADJ
nine,เก้า,ADJ
ninefold,เก้าเท่า,ADJ
age-old,เก่าแก่,ADJ
antiquated,เก่าแก่,ADJ
hoary,เก่าแก่,ADJ
old,เก่าแก่,ADJ
antediluvian,เก่าแก่มาก,ADJ
immemorial,เก่าแก่มาก,ADJ
time-honored,เก่าแก่มาก,ADJ
beaten-up,เก่าและพัง,ADJ
beat-up,เก่าและพัง,ADJ
threadbare,เก่าจนหมดขน (เสื้อผ้า),ADJ
ninety,เก้าสิบ,ADJ
swishy,เกิดเสียงดังเฟี้ยว,ADJ
baseborn,เกิดในครอบครัวที่ต่ำต้อย,ADJ
low-born,เกิดในตระกูลชั้นต่ำ,ADJ
timely,เกิดขึ้นเหมาะสมกับเวลา,ADJ
moonlight,เกิดขึ้นท่ามกลางแสงจันทร์,ADJ
biennial,เกิดขึ้นทุกๆสองปี,ADJ
odd,เกิดขึ้นบางครั้งบางคราว,ADJ
intrastate,เกิดขึ้นภายในรัฐ (โดยเฉพาะในอเมริกา),ADJ
synthetic,เกิดจากการสังเคราะห์,ADJ
transient,เกิดผลกระทบนอกจิตใจ,ADJ
surplus,เกิน,ADJ
unreasonable,เกินกว่าเหตุ,ADJ
immoderate,เกินขอบเขต,ADJ
out-of-bound,เกินขอบเขต,ADJ
outre,เกินจริง,ADJ
extraordinary,เกินธรรมดา,ADJ
super,เกินปกติ,ADJ
articular,เกี่ยกับข้อต่อ,ADJ
idle,เกียจคร้าน,ADJ
inactive,เกียจคร้าน,ADJ
lazy,เกียจคร้าน,ADJ
motivational,เกี่ยวแรงจูงใจ,ADJ
yearly,เกี่ยวกับ 1 ปี,ADJ
tercentenary,เกี่ยวกับ 300 ปี,ADJ
tercentenary,เกี่ยวกับ 300 ปี,ADJ
tercentennial,เกี่ยวกับ 300 ปี,ADJ
Hellenistic,เกี่ยวกับ Hellenists,ADJ
megalomaniac,เกี่ยวกับ megalomania,ADJ
megalomaniacal,เกี่ยวกับ megalomania,ADJ
megalomanic,เกี่ยวกับ megalomania,ADJ
mecrobiological,เกี่ยวกับ microbiology,ADJ
microbiologic,เกี่ยวกับ microbiology,ADJ
Moorish,เกี่ยวกับ Moor,ADJ
Oedipal,เกี่ยวกับ Oedipus complex,ADJ
orgiastic,เกี่ยวกับ orgy,ADJ
Orphic,เกี่ยวกับ Orpheus,ADJ
papillary,เกี่ยวกับ papillae,ADJ
pivotal,เกี่ยวกับ pivot,ADJ
projective,เกี่ยวกับ projection,ADJ
vampiric,เกี่ยวกับ vampire,ADJ
vampirical,เกี่ยวกับ vampire,ADJ
vampirish,เกี่ยวกับ vampire,ADJ
vectorial,เกี่ยวกับ vector,ADJ
Whitsun,เกี่ยวกับ Whitsunday หรือ Whitsuntide,ADJ
zygotic,เกี่ยวกับ zygote,ADJ
Javanese,เกี่ยวกับเกาะชวา,ADJ
zonal,เกี่ยวกับเขต,ADJ
diocesan,เกี่ยวกับเขตการปกครองของ bishop,ADJ
parochial,เกี่ยวกับเขตทางศาสนา,ADJ
tropical,เกี่ยวกับเขตร้อน,ADJ
megaphonic,เกี่ยวกับเครื่องกระจายเสียง,ADJ
microphonic,เกี่ยวกับเครื่องขยายเสียง,ADJ
mechanical,เกี่ยวกับเครื่องจักรกล,ADJ
aerial,เกี่ยวกับเครื่องบิน,ADJ
metronomic,เกี่ยวกับเครื่องฝึกจังหวะ,ADJ
stereoscopic,เกี่ยวกับเครื่องมองภาพ 3 มิติ,ADJ
diesel,เกี่ยวกับเครื่องยนต์ดีเซล,ADJ
telegraphic,เกี่ยวกับเครื่องหรือระบบส่งโทรเลข,ADJ
solid-state,เกี่ยวกับเครื่องอิเล็กทรอนิกส์,ADJ
pecuniary,เกี่ยวกับเงิน,ADJ
monetary,เกี่ยวกับเงินตรา,ADJ
sterling,เกี่ยวกับเงินอังกฤษ,ADJ
bridal,เกี่ยวกับเจ้าสาว,ADJ
paramedical,เกี่ยวกับเจ้าหน้าที่ผู้ช่วยแพทย์,ADJ
racial,เกี่ยวกับเชื้อชาติ,ADJ
cellular,เกี่ยวกับเซลล์,ADJ
Serb,เกี่ยวกับเซอร์เบีย,ADJ
puerile,เกี่ยวกับเด็ก,ADJ
neonatal,เกี่ยวกับเด็กแรกเกิด,ADJ
mammary,เกี่ยวกับเต้านม (ของทั้งคนและสัตว์),ADJ
supernatural,เกี่ยวกับเทพเจ้า,ADJ
vestal,เกี่ยวกับเทพธิดาแห่งเตาไฟ,ADJ
theological,เกี่ยวกับเทววิทยา,ADJ
municipal,เกี่ยวกับเทศบาล,ADJ
noonday,เกี่ยวกับเที่ยงวัน,ADJ
Dutch,เกี่ยวกับเนเธอร์แลนด์,ADJ
animal,เกี่ยวกับเนื้อหนังมังสา,ADJ
percentile,เกี่ยวกับเปอร์เซ็นต์ไทล์,ADJ
Persian,เกี่ยวกับเปอร์เซีย,ADJ
piano,เกี่ยวกับเปียโน,ADJ
dictatorial,เกี่ยวกับเผด็จการ,ADJ
palatal,เกี่ยวกับเพดานปาก,ADJ
palatine,เกี่ยวกับเพดานปาก,ADJ
velar,เกี่ยวกับเพดานอ่อน,ADJ
Platonic,เกี่ยวกับเพลโต,ADJ
sexual,เกี่ยวกับเพศ,ADJ
masculine,เกี่ยวกับเพศชาย,ADJ
female,เกี่ยวกับเพศหญิง,ADJ
feminine,เกี่ยวกับเพศหญิง,ADJ
pharmaceutic,เกี่ยวกับเภสัชกรรม,ADJ
pharmaceutical,เกี่ยวกับเภสัชกรรม,ADJ
Mexican,เกี่ยวกับเม็กซิกัน,ADJ
urban,เกี่ยวกับเมือง,ADJ
town-and-gown,เกี่ยวกับเมืองที่มีคนมีการศึกษาสูง,ADJ
metropolitan,เกี่ยวกับเมืองหลวง,ADJ
Yao,เกี่ยวกับเย้า,ADJ
tympanic,เกี่ยวกับเยื่อแก้วหู,ADJ
scleral,เกี่ยวกับเยื่อหุ้มลูกตาสีขาว,ADJ
meningitic,เกี่ยวกับเยื่อหุ้มสมองและไขสันหลัง,ADJ
meningitic,เกี่ยวกับเยื่อหุ้มสมองและไขสันหลัง,ADJ
naval,เกี่ยวกับเรือ,ADJ
melodramatic,เกี่ยวกับเรื่องประโลมโลก,ADJ
intestine,เกี่ยวกับเรื่องภายใน,ADJ
romantic,เกี่ยวกับเรื่องรักใคร่และการผจญภัย,ADJ
arithmetic,เกี่ยวกับเลขคณิต,ADJ
arithmetical,เกี่ยวกับเลขคณิต,ADJ
ordinal,เกี่ยวกับเลขที่แสดงลำดับ,ADJ
secretarial,เกี่ยวกับเลขานุการหรืองานเลขานุการ,ADJ
ungual,เกี่ยวกับเล็บหรือกีบ,ADJ
sanguineous,เกี่ยวกับเลือด (ทางการแพทย์),ADJ
occult,เกี่ยวกับเวทมนตร์,ADJ
supernatural,เกี่ยวกับเวทมนตร์,ADJ
mystical,เกี่ยวกับเวทย์มนต์,ADJ
leisure,เกี่ยวกับเวลาว่าง,ADJ
Vietnamese,เกี่ยวกับเวียดนามหรือชาวเวียดนาม,ADJ
economic,เกี่ยวกับเศรษฐกิจ,ADJ
microcosmic,เกี่ยวกับเศรษฐศาสตร์จุลภาค,ADJ
macroeconomic,เกี่ยวกับเศรษฐศาสตร์มหัพภาค,ADJ
venular,เกี่ยวกับเส้นเลือดฝอย,ADJ
parabolic,เกี่ยวกับเส้นโค้งวงกลม,ADJ
coronary,เกี่ยวกับเส้นโลหิตซึ่งหล่อเลี้ยงหัวใจ,ADJ
veinal,เกี่ยวกับเส้นโลหิตดำ,ADJ
venous,เกี่ยวกับเส้นโลหิตดำ,ADJ
filar,เกี่ยวกับเส้นใย,ADJ
sciatic,เกี่ยวกับเส้นประสาท sciatic,ADJ
neural,เกี่ยวกับเส้นประสาทหรือระบบประสาท,ADJ
diametrical,เกี่ยวกับเส้นผ่าศูนย์กลาง,ADJ
libertarian,เกี่ยวกับเสรีนิยม,ADJ
sonic,เกี่ยวกับเสียง,ADJ
sibilant,เกี่ยวกับเสียงเสียดแทรก,ADJ
phonic,เกี่ยวกับเสียงของคำศัพท์,ADJ
guttural,เกี่ยวกับเสียงที่เกิดจากลำคอ,ADJ
segmental,เกี่ยวกับเสียงพูด,ADJ
vocal,เกี่ยวกับเสียงพูด,ADJ
persriratory,เกี่ยวกับเหงื่อ,ADJ
vinic,เกี่ยวกับเหล้าองุ่น,ADJ
lumbar,เกี่ยวกับเอว,ADJ
nebular,เกี่ยวกับแก๊ซในอวกาศ,ADJ
sculptural,เกี่ยวกับแกะสลัก,ADJ
vulval,เกี่ยวกับแคมช่องคลอด,ADJ
vulvar,เกี่ยวกับแคมช่องคลอด,ADJ
respective,เกี่ยวกับแต่ละสิ่งหรือบุคคล,ADJ
plane,เกี่ยวกับแนวราบ,ADJ
starchy,เกี่ยวกับแป้ง,ADJ
departmental,เกี่ยวกับแผนก,ADJ
continental,เกี่ยวกับแผ่นดินใหญ่,ADJ
seismic,เกี่ยวกับแผ่นดินไหว,ADJ
schematic,เกี่ยวกับแผนผัง,ADJ
diagrammatic,เกี่ยวกับแผนภาพ,ADJ
stelar,เกี่ยวกับแผ่นศิลาจารึก,ADJ
electromagnetic,เกี่ยวกับแม่เหล็กไฟฟ้า,ADJ
Manchurian,เกี่ยวกับแมนจูเรีย,ADJ
Rhenish,เกี่ยวกับแม่น้ำไรน์,ADJ
genteel,เกี่ยวกับแวดวงสังคมชั้นสูง,ADJ
parental,เกี่ยวกับแหล่งกำเนิด,ADJ
active,เกี่ยวกับแหล่งพลังงาน,ADJ
African,เกี่ยวกับแอฟริกา,ADJ
skeletal,เกี่ยวกับโครงกระดูก,ADJ
structural,เกี่ยวกับโครงสร้าง,ADJ
structural,เกี่ยวกับโครงสร้างโมเลกุล,ADJ
morphologic,เกี่ยวกับโครงสร้างของสัตว์และพืช,ADJ
morphological,เกี่ยวกับโครงสร้างของสัตว์และพืช,ADJ
structural,เกี่ยวกับโครงสร้างทางธรณีวิทยา,ADJ
weird,เกี่ยวกับโชคชะตา (คำโบราณ),ADJ
cellular,เกี่ยวกับโทรศัพท์เซลลูล่าร์,ADJ
tonic,เกี่ยวกับโน้ตตัวแรก,ADJ
archaeological,เกี่ยวกับโบราณคดี,ADJ
antiquarian,เกี่ยวกับโบราณวัตถุ,ADJ
Catholic,เกี่ยวกับโบสถ์คาทอลิก,ADJ
Polish,เกี่ยวกับโปแลนด์,ADJ
trophic,เกี่ยวกับโภชนาการ,ADJ
molecular,เกี่ยวกับโมเลกุล,ADJ
scorbutic,เกี่ยวกับโรคเลือดออกตามไรฟัน,ADJ
scorbutical,เกี่ยวกับโรคเลือดออกตามไรฟัน,ADJ
typhus,เกี่ยวกับโรคไข้รากสาดใหญ่,ADJ
rickety,เกี่ยวกับโรคกระดูกอ่อน,ADJ
syphilitic,เกี่ยวกับโรคซิฟิลิส,ADJ
tetanic,เกี่ยวกับโรคบาดทะยัก,ADJ
dysenteric,เกี่ยวกับโรคบิด,ADJ
neurotic,เกี่ยวกับโรคประสาท,ADJ
rheumatic,เกี่ยวกับโรคปวดตามข้อและกล้ามเนื้อ,ADJ
trichinous,เกี่ยวกับโรคพยาธิ,ADJ
Roman,เกี่ยวกับโรมัน,ADJ
mundane,เกี่ยวกับโลก,ADJ
planetary,เกี่ยวกับโลก,ADJ
terrestrial,เกี่ยวกับโลก,ADJ
earthly,เกี่ยวกับโลกมนุษย์,ADJ
other-worldly,เกี่ยวกับโลกอื่น,ADJ
metallic,เกี่ยวกับโลหะ,ADJ
audiovisual,เกี่ยวกับโสตประสาทและจักษุประสาท,ADJ
opportunistic,เกี่ยวกับโอกาส,ADJ
synoptic,เกี่ยวกับใจความสำคัญ,ADJ
thematic,เกี่ยวกับใจความสำคัญ,ADJ
hypodermic,เกี่ยวกับใต้ผิวหนัง,ADJ
lateen,เกี่ยวกับใบเรือที่มีรูปทรงสามเหลี่ยม,ADJ
facial,เกี่ยวกับใบหน้า,ADJ
marrowy,เกี่ยวกับไขกระดูก,ADJ
renal,เกี่ยวกับไต,ADJ
Taiwanese,เกี่ยวกับไต้หวัน,ADJ
Siamese,เกี่ยวกับไทย,ADJ
nitrogenous,เกี่ยวกับไนโตรเจน,ADJ
electrical,เกี่ยวกับไฟฟ้า,ADJ
galvanic,เกี่ยวกับไฟฟ้า,ADJ
electrostatic,เกี่ยวกับไฟฟ้าสถิต,ADJ
softwood,เกี่ยวกับไม้เนื้ออ่อน,ADJ
agrarian,เกี่ยวกับไร่นาและที่ดิน,ADJ
vineyarded,เกี่ยวกับไร่องุ่น,ADJ
viral,เกี่ยวกับไวรัส,ADJ
jural,เกี่ยวกับกฎหมาย,ADJ
juridical,เกี่ยวกับกฎหมาย,ADJ
legal,เกี่ยวกับกฎหมาย,ADJ
rabbinic,เกี่ยวกับกฎหมายยิว,ADJ
rabbinical,เกี่ยวกับกฎหมายยิว,ADJ
regimental,เกี่ยวกับกรมทหาร,ADJ
marsupial,เกี่ยวกับกระเป๋าหน้าท้อง,ADJ
gastric,เกี่ยวกับกระเพาะอาหาร,ADJ
voltaic,เกี่ยวกับกระแสไฟฟ้,ADJ
folio,เกี่ยวกับกระดาษยกสี่หน้า,ADJ
tibial,เกี่ยวกับกระดูกแข้ง,ADJ
orthopaedic,เกี่ยวกับกระดูกและกล้ามเนื้อ,ADJ
metatarsal,เกี่ยวกับกระดูกฝ่าเท้า,ADJ
spinal,เกี่ยวกับกระดูกสันหลัง,ADJ
vertebral,เกี่ยวกับกระดูกสันหลัง,ADJ
sternal,เกี่ยวกับกระดูดสันอก,ADJ
cognitive,เกี่ยวกับกระบวนการการรับรู้,ADJ
larboard,เกี่ยวกับกราบเรือด้านซ้าย,ADJ
adverbial,เกี่ยวกับกริยาวิเศษณ์,ADJ
Greek,เกี่ยวกับกรีก,ADJ
Hellenic,เกี่ยวกับกรีกโบราณ,ADJ
track-and-field,เกี่ยวกับกรีฑา,ADJ
Venetian,เกี่ยวกับกรุงเวนิส (ประเทศอิตาลี),ADJ
Viennese,เกี่ยวกับกรุงเวียนนา,ADJ
laryngeal,เกี่ยวกับกล่องเสียง,ADJ
spectroscopic,เกี่ยวกับกล้องศึกษาสเป็กทรั่ม,ADJ
telescopic,เกี่ยวกับกล้องส่องทางไกล,ADJ
muscular,เกี่ยวกับกล้ามเนื้อ,ADJ
bilateral,เกี่ยวกับกลุ่มทางการเมืองสองกลุ่ม,ADJ
monarchic,เกี่ยวกับกษัตริย์,ADJ
monarchical,เกี่ยวกับกษัตริย์,ADJ
regal,เกี่ยวกับกษัตริย์หรือราชินี,ADJ
paratroop,เกี่ยวกับกองทหารพลร่ม,ADJ
naval,เกี่ยวกับกองทัพเรือ,ADJ
Karen,เกี่ยวกับกะเหรี่ยง,ADJ
phrenic,เกี่ยวกับกะบังลม,ADJ
radioactive,เกี่ยวกับกัมมันตภาพรังสี,ADJ
galactic,เกี่ยวกับกาแล็กซี่,ADJ
venereal,เกี่ยวกับกามโรค,ADJ
gymnastic,เกี่ยวกับกายกรรม,ADJ
rural,เกี่ยวกับการเกษตร,ADJ
natal,เกี่ยวกับการเกิด,ADJ
kinetic,เกี่ยวกับการเคลื่อนไหว,ADJ
motor,เกี่ยวกับการเคลื่อนไหวของกล้ามเนื้อ,ADJ
electromotive,เกี่ยวกับการเคลื่อนตัวของกระแสไฟฟ้า,ADJ
locomotor,เกี่ยวกับการเคลื่อนที่,ADJ
ballistic,เกี่ยวกับการเคลื่อนที่ของวัตถุในอากาศ,ADJ
motional,เกี่ยวกับการเคลื่อนที่หรือเคลื่อนไหว,ADJ
fiscal,เกี่ยวกับการเงิน,ADJ
lapidary,เกี่ยวกับการเจียรนัยพลอย,ADJ
ambulatory,เกี่ยวกับการเดิน,ADJ
pedestrian,เกี่ยวกับการเดิน,ADJ
marine,เกี่ยวกับการเดินเรือ,ADJ
maritime,เกี่ยวกับการเดินเรือ,ADJ
navigational,เกี่ยวกับการเดินเรือ,ADJ
sailing,เกี่ยวกับการเดินเรือ,ADJ
seafaring,เกี่ยวกับการเดินเรือทะเล,ADJ
seagoing,เกี่ยวกับการเดินสมุทร,ADJ
go-go,เกี่ยวกับการเต้นอะโกโก้,ADJ
preparatoy,เกี่ยวกับการเตรียมการ,ADJ
musicological,เกี่ยวกับการเป็นนักดนตรี,ADJ
monotonic,เกี่ยวกับการเปล่งระดับเสียงเดียว,ADJ
mutational,เกี่ยวกับการเปลี่ยนแปลง,ADJ
variational,เกี่ยวกับการเปลี่ยนแปลง,ADJ
metabolic,เกี่ยวกับการเผาผลาญอาหาร,ADJ
derisive,เกี่ยวกับการเยาะเย้ย,ADJ
inaugural,เกี่ยวกับการเริ่ม,ADJ
split level,เกี่ยวกับการเล่นระดับของอาคารหรือบ้าน,ADJ
teetotal,เกี่ยวกับการเลิกเหล้าอย่างสิ้นเชิง,ADJ
festal,เกี่ยวกับการเลี้ยงฉลอง,ADJ
apiarian,เกี่ยวกับการเลี้ยงผึ้ง,ADJ
electoral,เกี่ยวกับการเลือกตั้ง,ADJ
venture,เกี่ยวกับการเสี่ยงภัย,ADJ
frictional,เกี่ยวกับการเสียดสี,ADJ
sacrificial,เกี่ยวกับการเสียสละ,ADJ
visionary,เกี่ยวกับการเห็นภาพ,ADJ
quarterfinal,เกี่ยวกับการแข่งก่อนรอบสุดท้าย,ADJ
semifinal,เกี่ยวกับการแข่งขันรอบรองชนะเลิศ,ADJ
marital,เกี่ยวกับการแต่งงาน,ADJ
married,เกี่ยวกับการแต่งงาน,ADJ
matrimonial,เกี่ยวกับการแต่งงาน,ADJ
nuptial,เกี่ยวกับการแต่งงาน,ADJ
vocational,เกี่ยวกับการแนะแนวอาชีพ,ADJ
meiotic,เกี่ยวกับการแบ่งเซลล์ชนิดหนึ่ง,ADJ
translational,เกี่ยวกับการแปล,ADJ
interpretative,เกี่ยวกับการแปลความหมาย,ADJ
metastatic,เกี่ยวกับการแพร่กระจายของเนื้อร้าย,ADJ
metallurgic,เกี่ยวกับการแยกโลหะออกจากแร่,ADJ
metallurgical,เกี่ยวกับการแยกโลหะออกจากแร่,ADJ
amatory,เกี่ยวกับการแสดงความรัก,ADJ
stagy,เกี่ยวกับการแสดงบนเวที,ADJ
orbital,เกี่ยวกับการโคจร,ADJ
promo,เกี่ยวกับการโฆษณา,ADJ
agitprop,เกี่ยวกับการโฆษณาชวนเชื่อ,ADJ
dialectic,เกี่ยวกับการโต้แย้งด้วยเหตุผล,ADJ
forensic,เกี่ยวกับการโต้แย้งถกเถียง,ADJ
monitorial,เกี่ยวกับการใช้เครื่องมอนิเตอร์,ADJ
witching,เกี่ยวกับการใช้เวทมนตร์คาถาหรือเสน่ห์,ADJ
metaphoric,เกี่ยวกับการใช้คำอุปมา,ADJ
metaphorical,เกี่ยวกับการใช้คำอุปมา,ADJ
symbological,เกี่ยวกับการใช้สัญลักษณ์,ADJ
procreant,เกี่ยวกับการให้กำเนิด,ADJ
consulting,เกี่ยวกับการให้คำปรึกษา,ADJ
semaphoric,เกี่ยวกับการให้สัญญาณธง,ADJ
monochromic,เกี่ยวกับการให้สีเดียว,ADJ
auditory,เกี่ยวกับการได้ยินเสียง,ADJ
tussive,เกี่ยวกับการไอ,ADJ
insurrectionary,เกี่ยวกับการกบฎ,ADJ
return,เกี่ยวกับการกลับมา,ADJ
salutatory,เกี่ยวกับการกล่าวต้อนรับ,ADJ
tectonic,เกี่ยวกับการก่อสร้าง,ADJ
depilatory,เกี่ยวกับการกำจัดขนบนร่างกาย,ADJ
eating,เกี่ยวกับการกิน,ADJ
eleemosynary,เกี่ยวกับการกุศล,ADJ
retail,เกี่ยวกับการขายปลีก,ADJ
possessive,เกี่ยวกับการครอบครอง,ADJ
possessory,เกี่ยวกับการครอบครอง,ADJ
monomaniac,เกี่ยวกับการครุ่นคิดเรื่องเดียว,ADJ
lying-in,เกี่ยวกับการคลอดบุตร,ADJ
puerperal,เกี่ยวกับการคลอดบุตร,ADJ
obstetric,เกี่ยวกับการคลอดลูก,ADJ
obstetrical,เกี่ยวกับการคลอดลูก,ADJ
secretory,เกี่ยวกับการคัดหลั่ง,ADJ
commercial,เกี่ยวกับการค้า,ADJ
mercantile,เกี่ยวกับการค้าขาย,ADJ
logistic,เกี่ยวกับการคำนวน,ADJ
bactericidal,เกี่ยวกับการฆ่าเชื้อแบ็กทีเรีย,ADJ
matricidal,เกี่ยวกับการฆ่าแม่ตนเอง,ADJ
murderous,เกี่ยวกับการฆาตกรรม,ADJ
riotous,เกี่ยวกับการจลาจล,ADJ
preemptive,เกี่ยวกับการจอง,ADJ
managerial,เกี่ยวกับการจัดการ,ADJ
managing,เกี่ยวกับการจัดการ,ADJ
militaristic,เกี่ยวกับการจัดกำลังทางทหาร,ADJ
sneezy,เกี่ยวกับการจาม,ADJ
festive,เกี่ยวกับการฉลองรื่นเริง,ADJ
irrigative,เกี่ยวกับการชลประทาน,ADJ
metrical,เกี่ยวกับการชั่ง ตวงและวัด,ADJ
post-mortem,เกี่ยวกับการชันสูตร,ADJ
vivisectional,เกี่ยวกับการชำแหละ,ADJ
